id,name,numberofquestion,createdAt,updatedAt,nameEx,threshold,IDrank,showsubject,timeFinish,id,IDSubject,code,createdAt,updatedAt,id,IDTest,IDQuestion,createdAt,updatedAt,numberquestion,IDsubject,order
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,277,3,DeSo-7,"2025-01-09 22:37:54","2025-01-09 22:37:54",3482,277,780,"2025-01-09 22:37:54","2025-01-09 22:37:54",2,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,277,3,DeSo-7,"2025-01-09 22:37:54","2025-01-09 22:37:54",3481,277,779,"2025-01-09 22:37:54","2025-01-09 22:37:54",1,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,278,3,DeSo-8,"2025-01-09 22:37:54","2025-01-09 22:37:54",3500,278,792,"2025-01-09 22:37:54","2025-01-09 22:37:54",10,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,278,3,DeSo-8,"2025-01-09 22:37:54","2025-01-09 22:37:54",3499,278,775,"2025-01-09 22:37:54","2025-01-09 22:37:54",9,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,278,3,DeSo-8,"2025-01-09 22:37:54","2025-01-09 22:37:54",3498,278,774,"2025-01-09 22:37:54","2025-01-09 22:37:54",8,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,278,3,DeSo-8,"2025-01-09 22:37:54","2025-01-09 22:37:54",3497,278,773,"2025-01-09 22:37:54","2025-01-09 22:37:54",7,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,278,3,DeSo-8,"2025-01-09 22:37:54","2025-01-09 22:37:54",3496,278,772,"2025-01-09 22:37:54","2025-01-09 22:37:54",6,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,278,3,DeSo-8,"2025-01-09 22:37:54","2025-01-09 22:37:54",3495,278,771,"2025-01-09 22:37:54","2025-01-09 22:37:54",5,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,278,3,DeSo-8,"2025-01-09 22:37:54","2025-01-09 22:37:54",3494,278,770,"2025-01-09 22:37:54","2025-01-09 22:37:54",4,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,278,3,DeSo-8,"2025-01-09 22:37:54","2025-01-09 22:37:54",3493,278,769,"2025-01-09 22:37:54","2025-01-09 22:37:54",3,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,278,3,DeSo-8,"2025-01-09 22:37:54","2025-01-09 22:37:54",3492,278,768,"2025-01-09 22:37:54","2025-01-09 22:37:54",2,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,278,3,DeSo-8,"2025-01-09 22:37:54","2025-01-09 22:37:54",3491,278,767,"2025-01-09 22:37:54","2025-01-09 22:37:54",1,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,279,3,DeSo-9,"2025-01-09 22:37:54","2025-01-09 22:37:54",3510,279,793,"2025-01-09 22:37:54","2025-01-09 22:37:54",10,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,279,3,DeSo-9,"2025-01-09 22:37:54","2025-01-09 22:37:54",3509,279,784,"2025-01-09 22:37:54","2025-01-09 22:37:54",9,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,279,3,DeSo-9,"2025-01-09 22:37:54","2025-01-09 22:37:54",3508,279,783,"2025-01-09 22:37:54","2025-01-09 22:37:54",8,3,NULL
3,"Nghiệp vụ vận tải",10,NULL,"2025-01-09 22:37:54",NVVT,5,1,1,6,279,3,DeSo-9,"2025-01-09 22:37:54","2025-01-09 22:37:54",3507,279,782,"2025-01-09 22:37:54","2025-01-09 22:37:54",7,3,NULL
